_id,ANY,ORGÀNICA,PROGRAMA,ECONÒMICA,DESCRIPCIÓ PARTIDA,CRÈDITS INICIALS,MODIFICACIONS CRÈDIT,CRÈDITS TOTALS CONSIGNATS,DISPOSICIONS O COMPROMISOS,OBLIGACIONS RECONEGUDES,PAGAMENTS REALITZATS
113,2019,20711,49100,202,STIT-PG-Lloguer espais CEPID,83704.26,0.00,83704.26,69865.61,69865.61,43656.80
114,2019,20711,49110,213,STIT-Microinformàtica-Rep.mant.conserv.maquinaria,0.00,0.00,0.00,1254.47,1254.47,1254.47
115,2019,20711,49110,206,STIT-Microinfomàtica-Arrend. equips processos informació,0.00,0.00,0.00,108334.16,108334.16,87035.15
116,2019,20711,49110,216,STIT-Microinformàtica-Repar.mant.equips proc.impressió,124050.00,0.00,124050.00,573.97,573.97,573.97
117,2019,20711,49110,22000,STIT-Microinformàtica-Material d'oficina,0.00,0.00,0.00,1451.18,1451.18,1451.18
118,2019,20711,49110,22799,STIT-Microinformàtica-Treballs realitzats altres emp.,70431.08,-15000.00,55431.08,204.13,204.13,204.13
119,2019,20711,49111,22799,STIT-Sistemes informatics base-Treballs realitzats,66709.09,0.00,66709.09,66626.57,65012.30,31611.90
120,2019,20711,49112,22200,STIT-Telecomunicacions-Comunic.Telefoniques,124930.62,0.00,124930.62,151461.97,151461.97,129533.67
121,2019,20711,49112,22799,STIT-Telecomunicacions-Treballs realitzats alt.emp,51439.34,0.00,51439.34,2644.53,2644.53,2644.53
122,2019,20711,49113,216,STIT-Convenis RSM-Repar.mant.equips proc.informació,5916.63,0.00,5916.63,0.00,0.00,0.00
123,2019,20711,49113,208,STIT-Convenis RSM-Arrendament altre immob.material,51071.25,0.00,51071.25,51071.24,51071.24,38303.43
124,2019,20711,49116,609,STIT-Smart Cities-Inversió nova infrastructura,0.00,0.00,0.00,0.00,0.00,0.00
125,2019,20711,49120,22799,STIT-Aplic.inform.i Adcio.electronica-Treballs rea,216569.39,0.00,216569.39,377553.37,374972.42,223098.35
126,2019,20711,49121,22799,STIT-Sistemes gràfics-Treballs realitzats altres e,28175.18,-2727.53,25447.65,17211.23,17211.23,4627.23
127,2019,21108,23101,489,Serveis Grals.-Ajuts econòmics-A fam.i inst.s.lucr,140000.00,-23600.00,116400.00,103121.41,97867.85,31869.94
128,2019,21108,92000,23120,Serveis Grals.-PG-Locomoció personal no directiu,15000.00,0.00,15000.00,0.00,0.00,0.00
129,2019,21108,92000,44900,Serveis Grals.-PG-Subvencions a societats E.L.,1000.00,0.00,1000.00,0.00,0.00,0.00
130,2019,21108,92000,233,Serveis Grals.-PG-Altres indemnitzacions,3000.00,0.00,3000.00,0.00,0.00,0.00
131,2019,21108,92000,250,Serveis Grals.-PG-Encàrrecs RSM,222656.00,-222573.04,82.96,0.00,0.00,0.00
132,2019,21108,92000,23020,Serveis Grals.-PG-Dietes personal no directiu,10000.00,0.00,10000.00,0.00,0.00,0.00
133,2019,21108,92000,22799,Serveis Grals.-PG-Treballs realtitzats per empres.,5000.00,15000.00,20000.00,1778.70,1778.70,1778.70
134,2019,21108,92000,22705,Serveis Grals.-PG-Processos electorals,0.00,0.00,0.00,8068.42,8068.42,7545.70
135,2019,21108,92000,22699,Serveis Grals.-PG-Despeses diverses,12000.00,0.00,12000.00,168.05,168.05,0.00
136,2019,21108,92000,22603,Serveis Grals-PG-Publicacions en Diaris Oficials,3000.00,0.00,3000.00,0.00,0.00,0.00
137,2019,21108,92000,22602,Serveis Grals.-PG-Publicitat,0.00,0.00,0.00,0.00,0.00,0.00
138,2019,21108,92000,22199,Serveis Grals.-PG-Altres subministraments,21000.00,0.00,21000.00,22569.10,22569.10,19233.46
139,2019,21108,92000,22103,Serveis Grals.-PG-Subministrament Combustibles i c,19000.00,0.00,19000.00,6337.58,6337.58,3528.41
140,2019,21108,92000,22101,Serveis Grals.-PG-Subministrament d'aigua,0.00,0.00,0.00,0.00,0.00,0.00
141,2019,21108,92000,22001,"Serveis Grals.-PG-Premsa,llibres i altres public.",0.00,0.00,0.00,0.00,0.00,0.00
142,2019,21108,92000,22000,Serveis Grals.-PG-Material d'oficina,3000.00,0.00,3000.00,0.00,0.00,0.00
143,2019,21108,92000,214,"Serveis Grals.-PG-Reparació,mant.mat.transport",14000.00,0.00,14000.00,2783.70,2783.70,2211.06
144,2019,21108,92000,624,Serveis Grals.-PG-Elements de transport,0.00,990.73,990.73,0.00,0.00,0.00
145,2019,21108,92000,625,Serveis Grals.-PG-Mobiliari i estris,0.00,11913.65,11913.65,28475.74,28475.74,27643.26
146,2019,21108,92000,629,Serveis gral.-PG-Altres inversions,0.00,1039.39,1039.39,0.00,0.00,0.00
147,2019,21108,92000,640,Serveis grals.-PG-Despeses inversions caràcter immaterial,0.00,162.98,162.98,0.00,0.00,0.00
148,2019,21108,92000,22601,Serveis Grals.-PG-Atencions protocolàries i representatives,0.00,0.00,0.00,314.57,314.57,314.57
149,2019,21108,92000,22706,Serveis Grals.-PG-Estudis i treballs tècnics,0.00,0.00,0.00,0.00,0.00,0.00
150,2019,21108,92002,22799,Serveis Grals.-Organització-Treb.realt.altres emp.,40000.00,0.00,40000.00,39528.26,39528.26,20003.36
151,2019,21108,92002,629,Altres Inversions  assoc. al funcionament servei,0.00,0.00,0.00,14133.65,14133.65,4025.31
152,2019,21108,92012,22699,Serveis Grals.-Contractació-Despeses diverses,0.00,36100.00,36100.00,0.00,0.00,0.00
153,2019,21108,92012,233,Serveis Grals.-Contractació-Altres indemnitzacions,30000.00,0.00,30000.00,57699.42,57699.42,20155.91
154,2019,21108,92012,22799,Serveis Grals-Contractació-Treballs altres emp.,1000.00,0.00,1000.00,453.75,453.75,453.75
155,2019,21108,92012,22104,Serveis Grals-Contractació-Vestuari,60000.00,0.00,60000.00,28195.70,28195.70,0.00
156,2019,21108,92012,224,Serveis Grals-Contractació-Assegurances,285000.00,0.00,285000.00,267526.18,267526.18,267526.18
157,2019,21108,92012,22604,Serveis Grals-Contractació-Jurídics i contenciosos,0.00,0.00,0.00,476.06,476.06,476.06
158,2019,21108,92012,22603,Serveis Grals-Contractació-Publicacions Diaris Of.,17000.00,0.00,17000.00,11667.20,11667.20,11667.20
159,2019,21108,92013,214,Serveis Grals.-Logística-Reparació vehicles,2500.00,0.00,2500.00,2203.77,2203.77,2203.77
160,2019,21108,92013,22201,Serveis Grals.-Logística-Comunicacions postals,365916.75,160000.00,525916.75,695837.57,695837.57,556295.95
161,2019,21108,92013,22000,Serveis Grals.-Logística-Material d'oficina,118000.00,-50000.00,68000.00,56353.79,56353.79,44169.04
162,2019,21108,92040,22100,Serveis Grals.-Edificis-Subministrament elèctric,235000.00,0.00,235000.00,235000.00,224292.86,164640.84
163,2019,21108,92040,22101,Serveis grals.-Edificis-Subministrament aigua,120000.00,0.00,120000.00,196439.44,196439.44,138412.80
164,2019,21108,92040,22110,Serveis Grals.-Edificis-Subministre prod.neteja,30000.00,0.00,30000.00,24433.66,24433.66,20138.60
165,2019,21108,92040,22699,Serveis Grals.-Edificis-Despeses diverses,138000.00,0.00,138000.00,163396.59,163396.59,2234.43
166,2019,21108,92040,202,Serveis Grals.-Edificis-Arrendament Edificis,0.00,0.00,0.00,0.00,0.00,0.00
167,2019,21108,92040,22700,Serveis Grals.-Edificis-Neteja,791305.00,53873.04,845178.04,729710.18,729710.18,606731.12
168,2019,21108,92040,22701,Serveis Grals.-Edificis-Seguretat,173460.00,0.00,173460.00,183440.98,183440.98,133192.56
169,2019,21108,92040,22799,Serveis Grals.-Edificis-Treballs realtitzats emp.,10000.00,0.00,10000.00,907.50,907.50,907.50
170,2019,21108,92040,262,Serveis Grals.-Edificis-Treballs neteja inst.s.luc,10100.00,0.00,10100.00,10970.64,10970.64,9142.20
171,2019,21108,92041,22799,Serveis Grals.-Edificis Prevenció-Treb.real.al.emp,20000.00,0.00,20000.00,21417.00,12927.27,11667.04
172,2019,21108,92070,22604,"Serveis Grals.Responsab.patrimonial-Juridics,cont",1000.00,0.00,1000.00,16130.74,16130.74,16130.74
173,2019,21108,92070,22699,Serveis Grals.Responsab.patrimonial-Desp.diverses,19000.00,0.00,19000.00,2894.38,2894.38,2460.38
174,2019,21108,92080,22603,Serveis Grals.-Secretaria i Asse.-Public.diaris of,7000.00,0.00,7000.00,2588.86,2588.86,2509.00
175,2019,21108,92080,22699,Serveis Grals.-Secretaria i Asse.-Desp.diverses,5000.00,0.00,5000.00,1213.71,1213.71,939.03
176,2019,21108,92080,22604,Serveis Grals.-Secretaria i Asse.-Jurídics i cont.,78000.00,0.00,78000.00,46492.84,46492.84,45890.62
177,2019,21108,92080,22001,"Serveis Grals.-Secretaria-Premsa,llibres i alt.publicacions",0.00,0.00,0.00,892.45,892.45,553.41
178,2019,21108,92085,22604,Serveis Grals.-Defensa Jurídica-Jurídics i contenciosos,0.00,0.00,0.00,0.00,0.00,0.00
179,2019,21108,92090,22603,Serveis Grals.-RRHH-Publicacions en Diaris Oficials,0.00,0.00,0.00,6353.20,6353.20,6353.20
180,2019,21108,92090,22604,Serveis Grals.RRHH-Jurídics i contenciosos,0.00,0.00,0.00,0.00,0.00,0.00
181,2019,21108,92090,260,Serveis grals.-RRHH-Treb.real. per institucions sense lucre,0.00,0.00,0.00,1710.00,1710.00,0.00
182,2019,21108,92090,22799,Serveis Grals.-RRHH-Treballs realitzats per emp.,44000.00,0.00,44000.00,49887.10,26848.16,14822.20
183,2019,21108,92090,22699,Serveis Grals.-RRHH-Despeses diverses,2000.00,0.00,2000.00,9817.29,9817.29,9020.14
184,2019,21108,92500,22699,Serveis Grals.-OAC.-Despeses .diverses,0.00,0.00,0.00,1738.78,1738.78,1738.78
185,2019,21108,92500,22706,Serveis Grals.-OAC-Estudis i treballs tècnics,0.00,0.00,0.00,0.00,0.00,0.00
186,2019,21108,92510,202,Serveis Grals.-OAC Convenis-Arrendament edificis i,62985.99,102000.00,164985.99,62986.20,62986.20,47823.20
187,2019,21108,92520,489,Serveis Generals-Síndic Greuges-A fam. i inst sense ànim luc,0.00,366.00,366.00,1366.00,1366.00,1366.00
188,2019,21108,92520,22699,Serveis Grals.-Síndic Greuges-Despeses diverses,3000.00,-366.00,2634.00,1483.21,1483.21,80.17
189,2019,21108,92900,500,Serveis Generals-Fons de contingència,514643.38,-514643.38,0.00,0.00,0.00,0.00
190,2019,21109,13000,12004,RRHH-Policia administrativa-Sous grup C2,36678.60,0.00,36678.60,50940.44,50940.44,50940.44
191,2019,21109,13000,12006,RRHH-Policia administrativa-Trienis,4037.64,0.00,4037.64,3311.29,3311.29,3311.29
192,2019,21109,13000,12009,RRHH-Policia administrativa-Altres retribucions bàsiques,6726.64,0.00,6726.64,12932.39,12932.39,12932.39
193,2019,21109,13000,12100,RRHH-Policia Administrativa-Complement destí,19855.50,0.00,19855.50,25929.64,25929.64,25929.64
194,2019,21109,13000,12101,RRHH-Policia administrativa-Complement específic,27533.38,0.00,27533.38,42168.43,42168.43,42168.43
195,2019,21109,13000,12003,RRHH-Politica admistrativa-Sous Grup C1,0.00,0.00,0.00,0.00,0.00,0.00
196,2019,21109,13000,13000,RRHH-Policia Administrativa-Retrib.basiques personal laboral,23060.06,0.00,23060.06,28493.06,28493.06,27593.06
197,2019,21109,13000,150,RRHH-Policia administrativa-Productivitat,18276.00,0.00,18276.00,15070.18,15070.18,10166.18
198,2019,21109,13000,151,RRHH-Policia administrativa-Gratificacions,0.00,0.00,0.00,6140.80,6140.80,6140.80
199,2019,21109,13000,153,RRHH-Policia administrativa-Comp.especial dedicaci,2335.44,0.00,2335.44,11039.59,11039.59,11039.59
200,2019,21109,13000,16000,RRHH-Policia administrativa-Seguretat social,39820.57,0.00,39820.57,42512.87,42512.87,39376.29
201,2019,21109,13000,12103,RRHH-Policia administrativa-Altres complements,0.00,0.00,0.00,0.00,0.00,0.00
202,2019,21109,13200,12009,RRHH-Guardia urbana PG-Altres Retribucions bàsique,241779.25,0.00,241779.25,332579.40,332579.40,332579.40
203,2019,21109,13200,12100,RRHH-Guardia urbana PG-Complement destí,803366.76,-31795.20,771571.56,651517.24,651517.24,651517.24
204,2019,21109,13200,12101,RRHH-Guardia urbana PG-Complement específic,3684811.83,-341900.00,3342911.83,3449787.84,3449787.84,3449787.84
205,2019,21109,13200,12103,RRHH-Guardia urbana PG-D'altres complements,36000.00,0.00,36000.00,21075.11,21075.11,21075.11
206,2019,21109,13200,122,RRHH-Guardia urbana PG-Retribucions especie,10000.00,0.00,10000.00,1202.20,1202.20,1202.20
207,2019,21109,13200,13000,RRHH-Guardia urbana PG-Retribucions basiques personal lab.,24662.94,0.00,24662.94,29910.20,29910.20,29114.20
