COMARCA;POBLACIO;CODI_CENTRE;CENTRE;NATURALESA;ESTUDIS
Barcelonès;Barcelona;8013214;Institut Narcís Monturiol;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013226;Institut Menéndez y Pelayo;Públic;BATXILLERAT
Barcelonès;Barcelona;8013226;Institut Menéndez y Pelayo;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013238;Institut Verdaguer;Públic;BATXILLERAT
Barcelonès;Barcelona;8013238;Institut Verdaguer;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013275;Institut Escola del Treball;Públic;BATXILLERAT
Barcelonès;Barcelona;8013305;Escola Ramon Berenguer III;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013305;Escola Ramon Berenguer III;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013329;EA Llotja;Públic;ARTS PLÀSTIQUES I DISSENY
Barcelonès;Barcelona;8013329;EA Llotja;Públic;BATXILLERAT
Barcelonès;Barcelona;8013354;CEE Municipal Vil·la Joana;Públic;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8013366;Institut Sant Andreu;Públic;BATXILLERAT
Barcelonès;Barcelona;8013366;Institut Sant Andreu;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013408;Escola Barcelona;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013408;Escola Barcelona;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013411;Escola Poble-sec;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013411;Escola Poble-sec;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013457;Escola Pegaso;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013457;Escola Pegaso;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013469;Institut Rambla Prim;Públic;ITINERARIS FORMATIUS ESPECÍFICS
Barcelonès;Barcelona;8013470;Institut Barri Besòs;Públic;BATXILLERAT
Barcelonès;Barcelona;8013470;Institut Barri Besòs;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013500;Aula Escuela Europea;Privat;BATXILLERAT
Barcelonès;Barcelona;8013500;Aula Escuela Europea;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013500;Aula Escuela Europea;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013500;Aula Escuela Europea;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013585;La Sagrera;Privat;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8013603;Súnion;Privat;BATXILLERAT
Barcelonès;Barcelona;8013603;Súnion;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013627;Granés;Privat;BATXILLERAT
Barcelonès;Barcelona;8013640;Joan Pelegrí;Privat;BATXILLERAT
Barcelonès;Barcelona;8013640;Joan Pelegrí;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013640;Joan Pelegrí;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013640;Joan Pelegrí;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013706;Castro  de la Peña;Privat;BATXILLERAT
Barcelonès;Barcelona;8013706;Castro  de la Peña;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013706;Castro  de la Peña;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013706;Castro  de la Peña;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013767;Prat;Privat;BATXILLERAT
Barcelonès;Barcelona;8013846;Santa Clara;Privat;BATXILLERAT
Barcelonès;Barcelona;8013846;Santa Clara;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8013846;Santa Clara;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8013846;Santa Clara;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8013901;CEE La Ginesta;Públic;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8014012;Mare de Déu de Montserrat;Privat;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8014012;Mare de Déu de Montserrat;Privat;PROGRAMA DE FORMACIÓ I INSERCIÓ
Barcelonès;Barcelona;8014051;Estimia-El Niu;Privat;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8014097;Closa;Privat;BATXILLERAT
Barcelonès;Barcelona;8014097;Closa;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8014097;Closa;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8014097;Closa;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8014115;Institut Ferran Tallada;Públic;BATXILLERAT
Barcelonès;Barcelona;8014115;Institut Ferran Tallada;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8014140;Guru;Privat;EDUCACIÓ ESPECIAL
Barcelonès;Barcelona;8014188;Institut Josep Serrat i Bonastre;Públic;BATXILLERAT
Barcelonès;Barcelona;8014188;Institut Josep Serrat i Bonastre;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8014206;Institut Juan Manuel Zafra;Públic;BATXILLERAT
Barcelonès;Barcelona;8014206;Institut Juan Manuel Zafra;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8014255;Sopeña Barcelona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8014279;Escola Professional Salesiana;Privat;BATXILLERAT
Barcelonès;Barcelona;8014310;Santíssima Trinitat;Privat;BATXILLERAT
Baix Llobregat;Begues;8014590;Sant Lluís de Pla i Amell Bosch;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8014310;Santíssima Trinitat;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8014358;Aloma;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8014358;Aloma;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8014358;Aloma;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8014449;Mare de Déu del Roser Les Planes;Privat;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8014449;Mare de Déu del Roser Les Planes;Privat;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8014449;Mare de Déu del Roser Les Planes;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Begues;8014589;Escola Sant Cristòfor;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Begues;8014589;Escola Sant Cristòfor;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Begues;8014590;Sant Lluís de Pla i Amell Bosch;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Begues;8014590;Sant Lluís de Pla i Amell Bosch;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Berguedà;Berga;8014620;Escola Sant Joan;Públic;EDUCACIÓ INFANTIL
Berguedà;Berga;8014620;Escola Sant Joan;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Berga;8014644;Vedruna Berga Secundària;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Berguedà;Berga;8014656;Vedruna Berga;Privat;EDUCACIÓ INFANTIL
Berguedà;Berga;8014656;Vedruna Berga;Privat;EDUCACIÓ PRIMÀRIA
Berguedà;Berga;8014668;Escola de la Valldan;Públic;EDUCACIÓ INFANTIL
Berguedà;Berga;8014668;Escola de la Valldan;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Berga;8014681;Escola Santa Eulàlia;Públic;EDUCACIÓ INFANTIL
Berguedà;Berga;8014693;Institut Guillem de Berguedà;Públic;BATXILLERAT
Berguedà;Berga;8014693;Institut Guillem de Berguedà;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Bigues i Riells;8014747;Escola El Turó;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Bigues i Riells;8014747;Escola El Turó;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Borredà;8014796;Escola de Borredà - ZER Berguedà Centre;Públic;EDUCACIÓ INFANTIL
Berguedà;Borredà;8014796;Escola de Borredà - ZER Berguedà Centre;Públic;EDUCACIÓ PRIMÀRIA
Anoia;El Bruc;8014814;Escola El Bruc;Públic;EDUCACIÓ INFANTIL
Anoia;El Bruc;8014814;Escola El Bruc;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Cabrera d'Anoia;8014841;Escola Les Oliveres - ZER Serra d'Ancosa;Públic;EDUCACIÓ INFANTIL
Anoia;Cabrera d'Anoia;8014841;Escola Les Oliveres - ZER Serra d'Ancosa;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Cabrera de Mar;8014887;Sant Feliu;Privat;EDUCACIÓ INFANTIL
Maresme;Cabrera de Mar;8014887;Sant Feliu;Privat;EDUCACIÓ PRIMÀRIA
Maresme;Cabrera de Mar;8014887;Sant Feliu;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Maresme;Cabrils;8014905;Escola L'Olivera;Públic;EDUCACIÓ INFANTIL
Maresme;Cabrils;8014905;Escola L'Olivera;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Caldes d'Estrac;8015004;Escola Sagrada Família;Públic;EDUCACIÓ INFANTIL
Maresme;Caldes d'Estrac;8015004;Escola Sagrada Família;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Caldes de Montbui;8015041;Escola Pia de Caldes de Montbui;Privat;BATXILLERAT
Vallès Oriental;Caldes de Montbui;8015041;Escola Pia de Caldes de Montbui;Privat;EDUCACIÓ INFANTIL
Vallès Oriental;Caldes de Montbui;8015041;Escola Pia de Caldes de Montbui;Privat;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Caldes de Montbui;8015041;Escola Pia de Caldes de Montbui;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Caldes de Montbui;8015077;Escola El Farell;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Caldes de Montbui;8015077;Escola El Farell;Públic;EDUCACIÓ PRIMÀRIA
Moianès;Calders;8015107;Escola Anton Busquets i Punset - ZER El Moianès Ponent;Públic;EDUCACIÓ INFANTIL
Moianès;Calders;8015107;Escola Anton Busquets i Punset - ZER El Moianès Ponent;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Calella;8015119;Escola La Minerva;Públic;EDUCACIÓ INFANTIL
Maresme;Calella;8015119;Escola La Minerva;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Calella;8015120;Escola Pia de Calella;Privat;BATXILLERAT
Maresme;Calella;8015120;Escola Pia de Calella;Privat;EDUCACIÓ INFANTIL
Maresme;Calella;8015120;Escola Pia de Calella;Privat;EDUCACIÓ PRIMÀRIA
Maresme;Calella;8015120;Escola Pia de Calella;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Maresme;Calella;8015144;Escola El Far;Públic;EDUCACIÓ INFANTIL
Maresme;Calella;8015144;Escola El Far;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Calella;8015171;Institut Bisbe Sivilla;Públic;BATXILLERAT
Maresme;Calella;8015171;Institut Bisbe Sivilla;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Osona;Calldetenes;8015193;Escola Sant Marc;Públic;EDUCACIÓ INFANTIL
Osona;Calldetenes;8015193;Escola Sant Marc;Públic;EDUCACIÓ PRIMÀRIA
Osona;Vic;8015201;L'Estel;Privat;EDUCACIÓ ESPECIAL
Bages;Callús;8015247;Escola Joventut;Públic;EDUCACIÓ INFANTIL
Bages;Callús;8015247;Escola Joventut;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Campins;8015259;Escola L'Alzinar - ZER Baix Montseny;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Campins;8015259;Escola L'Alzinar - ZER Baix Montseny;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Canet de Mar;8015272;Yglesias;Privat;EDUCACIÓ INFANTIL
Maresme;Canet de Mar;8015272;Yglesias;Privat;EDUCACIÓ PRIMÀRIA
Maresme;Canet de Mar;8015272;Yglesias;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Maresme;Canet de Mar;8015296;FEDAC-Canet;Privat;EDUCACIÓ INFANTIL
Maresme;Canet de Mar;8015296;FEDAC-Canet;Privat;EDUCACIÓ PRIMÀRIA
Maresme;Canet de Mar;8015302;Escola Misericòrdia;Públic;EDUCACIÓ INFANTIL
Maresme;Canet de Mar;8015302;Escola Misericòrdia;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Canovelles;8015351;Escola Jacint Verdaguer;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Canovelles;8015351;Escola Jacint Verdaguer;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Cànoves i Samalús;8015375;Escola l'Estelada;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Cànoves i Samalús;8015375;Escola l'Estelada;Públic;EDUCACIÓ PRIMÀRIA
Garraf;Canyelles;8015399;Escola Sant Nicolau;Públic;EDUCACIÓ INFANTIL
Garraf;Canyelles;8015399;Escola Sant Nicolau;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Capellades;8015429;Mare del Diví Pastor;Privat;EDUCACIÓ INFANTIL
Anoia;Capellades;8015429;Mare del Diví Pastor;Privat;EDUCACIÓ PRIMÀRIA
Anoia;Capellades;8015429;Mare del Diví Pastor;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Anoia;Capellades;8015430;Escola Marquès de la Pobla;Públic;EDUCACIÓ INFANTIL
Anoia;Capellades;8015430;Escola Marquès de la Pobla;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Cardedeu;8015454;Escola Ramon Macip - Dolors Granés;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Cardedeu;8015454;Escola Ramon Macip - Dolors Granés;Públic;EDUCACIÓ PRIMÀRIA
Bages;Cardona;8015545;Vedruna Cardona;Privat;EDUCACIÓ INFANTIL
Bages;Cardona;8015545;Vedruna Cardona;Privat;EDUCACIÓ PRIMÀRIA
Bages;Cardona;8015545;Vedruna Cardona;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Bages;Cardona;8015582;Escola Mare de Déu del Patrocini;Públic;EDUCACIÓ INFANTIL
Bages;Cardona;8015582;Escola Mare de Déu del Patrocini;Públic;EDUCACIÓ PRIMÀRIA
Bages;Cardona;8015612;Escola Joan de Palà - ZER El Cardener;Públic;EDUCACIÓ INFANTIL
Bages;Cardona;8015612;Escola Joan de Palà - ZER El Cardener;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Carme;8015648;Escola Serra de Coll-Bas;Públic;EDUCACIÓ INFANTIL
Anoia;Carme;8015648;Escola Serra de Coll-Bas;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Casserres;8015651;Escola Princesa Làscaris;Públic;EDUCACIÓ INFANTIL
Berguedà;Casserres;8015651;Escola Princesa Làscaris;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Castellar del Vallès;8015697;El Casal;Privat;EDUCACIÓ INFANTIL
Vallès Occidental;Castellar del Vallès;8015697;El Casal;Privat;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Castellar del Vallès;8015697;El Casal;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Occidental;Castellar del Vallès;8015703;FEDAC-Castellar;Privat;EDUCACIÓ INFANTIL
Vallès Occidental;Castellar del Vallès;8015703;FEDAC-Castellar;Privat;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Castellar del Vallès;8015703;FEDAC-Castellar;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Bages;Castellbell i el Vilar;8015806;Escola Jaume Balmes;Públic;EDUCACIÓ INFANTIL
Bages;Castellbell i el Vilar;8015806;Escola Jaume Balmes;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Castellbisbal;8015821;Escola Mare de Déu de Montserrat;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Castellbisbal;8015821;Escola Mare de Déu de Montserrat;Públic;EDUCACIÓ PRIMÀRIA
Moianès;Castellcir;8015831;Escola La Popa - ZER El Moianès Llevant;Públic;EDUCACIÓ INFANTIL
Moianès;Castellcir;8015831;Escola La Popa - ZER El Moianès Llevant;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Castelldefels;8015843;Escola Lluís Vives;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Castelldefels;8015843;Escola Lluís Vives;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Castelldefels;8015855;Escola Els Pins;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Castelldefels;8015855;Escola Els Pins;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Castelldefels;8015867;Frangoal;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Castelldefels;8015867;Frangoal;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Castelldefels;8015867;Frangoal;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Castelldefels;8015879;Sant Ferran;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Castelldefels;8015879;Sant Ferran;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Castelldefels;8015879;Sant Ferran;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Castelldefels;8015880;La Ginesta;Privat;BATXILLERAT
Baix Llobregat;Castelldefels;8015880;La Ginesta;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Castelldefels;8015880;La Ginesta;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Castelldefels;8015880;La Ginesta;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Castelldefels;8015961;Escola Jacint Verdaguer;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Castelldefels;8015961;Escola Jacint Verdaguer;Públic;EDUCACIÓ PRIMÀRIA
Alt Penedès;Castellet i la Gornal;8016033;Escola Montanyans;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Castellet i la Gornal;8016033;Escola Montanyans;Públic;EDUCACIÓ PRIMÀRIA
Bages;Castellfollit del Boix;8016069;Escola Coll de Gossem - ZER Tres Branques;Públic;EDUCACIÓ INFANTIL
Bages;Castellfollit del Boix;8016069;Escola Coll de Gossem - ZER Tres Branques;Públic;EDUCACIÓ PRIMÀRIA
Bages;Castellfollit del Boix;8016070;Escola de Maians - ZER Tres Branques;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Castellfollit de Riubregós;8016082;Escola Sant Roc - ZER Vent d'Avall;Públic;EDUCACIÓ INFANTIL
Anoia;Castellfollit de Riubregós;8016082;Escola Sant Roc - ZER Vent d'Avall;Públic;EDUCACIÓ PRIMÀRIA
Bages;Castellgalí;8016094;Escola Sant Miquel;Públic;EDUCACIÓ INFANTIL
Bages;Castellgalí;8016094;Escola Sant Miquel;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Castellolí;8016136;Escola Les Passeres - ZER Tres Branques;Públic;EDUCACIÓ INFANTIL
Anoia;Castellolí;8016136;Escola Les Passeres - ZER Tres Branques;Públic;EDUCACIÓ PRIMÀRIA
Alt Penedès;Castellví de la Marca;8016161;Escola El Castellot;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Castellví de la Marca;8016161;Escola El Castellot;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Castellví de Rosanes;8016173;Escola Mare de Déu de Montserrat;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Castellví de Rosanes;8016173;Escola Mare de Déu de Montserrat;Públic;EDUCACIÓ PRIMÀRIA
Osona;Centelles;8016185;Escola Ildefons Cerdà;Públic;EDUCACIÓ INFANTIL
Osona;Centelles;8016185;Escola Ildefons Cerdà;Públic;EDUCACIÓ PRIMÀRIA
Osona;Centelles;8016203;Sagrats Cors;Privat;EDUCACIÓ INFANTIL
Osona;Centelles;8016203;Sagrats Cors;Privat;EDUCACIÓ PRIMÀRIA
Osona;Centelles;8016203;Sagrats Cors;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Cervelló;8016240;Escola Santa Maria de Cervelló;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cervelló;8016240;Escola Santa Maria de Cervelló;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;La Palma de Cervelló;8016264;Escola El Solell;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;La Palma de Cervelló;8016264;Escola El Solell;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Copons;8016291;Escola Copons - ZER Vent d'Avall;Públic;EDUCACIÓ INFANTIL
Anoia;Copons;8016291;Escola Copons - ZER Vent d'Avall;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Corbera de Llobregat;8016331;Escola Jaume Balmes;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Corbera de Llobregat;8016331;Escola Jaume Balmes;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016367;Escola Dolors Almeda;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016367;Escola Dolors Almeda;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016380;Escola Anselm Clavé;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016380;Escola Anselm Clavé;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016392;Escola Mossèn Jacint Verdaguer;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016392;Escola Mossèn Jacint Verdaguer;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016409;Escola Montserrat;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016409;Escola Montserrat;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016410;Escola Sant Ildefons;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016410;Escola Sant Ildefons;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016422;Escola Abat Oliba;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016422;Escola Abat Oliba;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016461;El Pilar;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016461;El Pilar;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016461;El Pilar;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Cornellà de Llobregat;8016501;Sant Antoni Maria Claret;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016501;Sant Antoni Maria Claret;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016501;Sant Antoni Maria Claret;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Cornellà de Llobregat;8016513;Betània;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016513;Betània;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016628;Sagrada Família;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016628;Sagrada Família;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016628;Sagrada Família;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Cornellà de Llobregat;8016689;Santa Eulàlia;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016689;Santa Eulàlia;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016689;Santa Eulàlia;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Cornellà de Llobregat;8016744;Escola Antoni Gaudí;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016744;Escola Antoni Gaudí;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016771;Escola Els Pins;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8016771;Escola Els Pins;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Cornellà de Llobregat;8016781;Institut Esteve Terradas i Illa;Públic;BATXILLERAT
Baix Llobregat;Cornellà de Llobregat;8016781;Institut Esteve Terradas i Illa;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Cornellà de Llobregat;8016793;Institut Francesc Macià;Públic;BATXILLERAT
Baix Llobregat;Cornellà de Llobregat;8016793;Institut Francesc Macià;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Garraf;Cubelles;8016811;Escola Josep Andreu - Charlie Rivel;Públic;EDUCACIÓ INFANTIL
Garraf;Cubelles;8016811;Escola Josep Andreu - Charlie Rivel;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esparreguera;8016872;Escola Mare de Déu de la Muntanya;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Esparreguera;8016872;Escola Mare de Déu de la Muntanya;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esparreguera;8016914;El Puig;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Esparreguera;8016914;El Puig;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esparreguera;8016914;El Puig;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Esparreguera;8016926;Estel;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Esparreguera;8016926;Estel;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esparreguera;8016938;Escola Taquígraf Garriga;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Esparreguera;8016938;Escola Taquígraf Garriga;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8016941;Escola Isidre Martí;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8016941;Escola Isidre Martí;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8017025;Garbí Pere Vergés;Privat;BATXILLERAT
Baix Llobregat;Esplugues de Llobregat;8017025;Garbí Pere Vergés;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8017025;Garbí Pere Vergés;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8017025;Garbí Pere Vergés;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Esplugues de Llobregat;8017049;Utmar;Privat;EDUCACIÓ INFANTIL
