COMARCA;POBLACIO;CODI_CENTRE;CENTRE;NATURALESA;ESTUDIS
Baix Llobregat;Olesa de Montserrat;8063734;Escola Puigventós;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Olesa de Montserrat;8063734;Escola Puigventós;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Piera;8063746;Institut Salvador Claramunt;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Sant Andreu de la Barca;8063758;Escola Can Salvi;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Sant Andreu de la Barca;8063758;Escola Can Salvi;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Sant Boi de Llobregat;8063761;Escola Vicente Ferrer;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Sant Boi de Llobregat;8063761;Escola Vicente Ferrer;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Santa Coloma de Cervelló;8063771;Escola Pla de les Vinyes;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Santa Coloma de Cervelló;8063771;Escola Pla de les Vinyes;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Viladecans;8063783;Escola Mediterrània;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Viladecans;8063783;Escola Mediterrània;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Vilanova del Camí;8063795;Escola Marta Mata;Públic;EDUCACIÓ INFANTIL
Anoia;Vilanova del Camí;8063795;Escola Marta Mata;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Collbató;8063801;Institut de Collbató;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Olesa de Montserrat;8063813;Institut Creu de Saba;Públic;BATXILLERAT
Baix Llobregat;Olesa de Montserrat;8063813;Institut Creu de Saba;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Osona;Calldetenes;8063837;Institut Les Margues;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Bages;Castellnou de Bages;8063862;Escola L'Olivar;Públic;EDUCACIÓ INFANTIL
Bages;Castellnou de Bages;8063862;Escola L'Olivar;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Mataró;8063874;Escola Antonio Machado;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8063874;Escola Antonio Machado;Públic;EDUCACIÓ PRIMÀRIA
Alt Penedès;Santa Margarida i els Monjos;8063886;Escola Arrels;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Santa Margarida i els Monjos;8063886;Escola Arrels;Públic;EDUCACIÓ PRIMÀRIA
Bages;Manresa;8063898;Escola La Sèquia;Públic;EDUCACIÓ INFANTIL
Bages;Manresa;8063898;Escola La Sèquia;Públic;EDUCACIÓ PRIMÀRIA
Garraf;Sant Pere de Ribes;8063904;Institut Montgròs;Públic;BATXILLERAT
Garraf;Sant Pere de Ribes;8063904;Institut Montgròs;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Parets del Vallès;8063916;Escola Vila Parietes;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Parets del Vallès;8063916;Escola Vila Parietes;Públic;EDUCACIÓ PRIMÀRIA
Osona;Muntanyola;8063928;Escola Muntanyola;Públic;EDUCACIÓ INFANTIL
Osona;Muntanyola;8063928;Escola Muntanyola;Públic;EDUCACIÓ PRIMÀRIA
Selva;Fogars de la Selva;8063931;Escola Les Falgueres;Públic;EDUCACIÓ INFANTIL
Selva;Fogars de la Selva;8063931;Escola Les Falgueres;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Corbera de Llobregat;8063965;Escola Cau de la Guineu;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Corbera de Llobregat;8063965;Escola Cau de la Guineu;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Corbera de Llobregat;8064003;Institut Can Margarit;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Occidental;Castellar del Vallès;8064027;Escola El Sol i La Lluna;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Castellar del Vallès;8064027;Escola El Sol i La Lluna;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Montcada i Reixac;8064052;Escola Mas Rampinyo;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Montcada i Reixac;8064052;Escola Mas Rampinyo;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Palau-solità i Plegamans;8064064;Escola Can Periquet;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Rubí;8064076;Escola Rivo Rubeo;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Rubí;8064076;Escola Rivo Rubeo;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Sabadell;8064088;Escola Mas Boadella;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Sabadell;8064088;Escola Mas Boadella;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Sant Cugat del Vallès;8064118;Escola Ciutat d'Alba;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Sant Cugat del Vallès;8064118;Escola Ciutat d'Alba;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Santa Perpètua de Mogoda;8064131;Escola Els Aigüerols;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Santa Perpètua de Mogoda;8064131;Escola Els Aigüerols;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Terrassa;8064143;Escola La Nova Electra;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8064143;Escola La Nova Electra;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8064155;Institut Quatre Cantons;Públic;BATXILLERAT
Barcelonès;Barcelona;8064155;Institut Quatre Cantons;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8064167;Escola Sant Martí;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8064167;Escola Sant Martí;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8064179;Escola La Llacuna del Poblenou;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8064179;Escola La Llacuna del Poblenou;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Tordera;8064222;Escola La Roureda;Públic;EDUCACIÓ INFANTIL
Maresme;Tordera;8064222;Escola La Roureda;Públic;EDUCACIÓ PRIMÀRIA
Alt Penedès;Vilafranca del Penedès;8064738;Escola Dolors Piera;Públic;EDUCACIÓ INFANTIL
Alt Penedès;Vilafranca del Penedès;8064738;Escola Dolors Piera;Públic;EDUCACIÓ PRIMÀRIA
Bages;Manresa;8064741;Escola Ítaca;Públic;EDUCACIÓ INFANTIL
Bages;Manresa;8064741;Escola Ítaca;Públic;EDUCACIÓ PRIMÀRIA
Garraf;Cubelles;8064751;Escola Mar i Cel;Públic;EDUCACIÓ INFANTIL
Garraf;Cubelles;8064751;Escola Mar i Cel;Públic;EDUCACIÓ PRIMÀRIA
Osona;Roda de Ter;8064787;Escola Emili Teixidor;Públic;EDUCACIÓ INFANTIL
Osona;Roda de Ter;8064787;Escola Emili Teixidor;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Canovelles;8064805;Escola Els Quatre Vents;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Canovelles;8064805;Escola Els Quatre Vents;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Les Franqueses del Vallès;8064817;Escola Camins;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Les Franqueses del Vallès;8064817;Escola Camins;Públic;EDUCACIÓ PRIMÀRIA
Osona;Sant Martí de Centelles;8064829;Escola Valldeneu;Públic;EDUCACIÓ INFANTIL
Osona;Sant Martí de Centelles;8064829;Escola Valldeneu;Públic;EDUCACIÓ PRIMÀRIA
Berguedà;Berga;8064830;Institut Serra de Noet;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Cornellà de Llobregat;8064854;Escola Martinet;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Cornellà de Llobregat;8064854;Escola Martinet;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Igualada;8064866;Escola Dolors Martí i Badia;Públic;EDUCACIÓ INFANTIL
Anoia;Igualada;8064866;Escola Dolors Martí i Badia;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Vallirana;8064881;Escola Campderrós;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Vallirana;8064881;Escola Campderrós;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Begues;8064908;Institut Begues;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Castelldefels;8064911;Institut Valèria Haliné;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Sant Andreu de la Barca;8064921;Institut de Sant Andreu;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Baix Llobregat;Collbató;8064945;Escola Mansuet;Públic;EDUCACIÓ INFANTIL
Baix Llobregat;Collbató;8064945;Escola Mansuet;Públic;EDUCACIÓ PRIMÀRIA
Alt Penedès;Vilafranca del Penedès;8064970;Institut Nou de Vilafranca del Penedès;Públic;BATXILLERAT
Alt Penedès;Vilafranca del Penedès;8064970;Institut Nou de Vilafranca del Penedès;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Moianès;Sant Quirze Safaja;8064982;Escola de Sant Quirze Safaja - ZER El Moianès Llevant;Públic;EDUCACIÓ INFANTIL
Moianès;Sant Quirze Safaja;8064982;Escola de Sant Quirze Safaja - ZER El Moianès Llevant;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Mataró;8064994;Escola Maria-Mercè Marçal;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8064994;Escola Maria-Mercè Marçal;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Pineda de Mar;8065007;Escola Poble Nou;Públic;EDUCACIÓ INFANTIL
Maresme;Pineda de Mar;8065007;Escola Poble Nou;Públic;EDUCACIÓ PRIMÀRIA
Anoia;Vallbona d'Anoia;8065019;Institut de Vallbona d'Anoia;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Santa Eulàlia de Ronçana;8065238;Escola La Sagrera;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Santa Eulàlia de Ronçana;8065238;Escola La Sagrera;Públic;EDUCACIÓ PRIMÀRIA
Bages;Sant Fruitós de Bages;8065251;Escola Pla del Puig;Públic;EDUCACIÓ INFANTIL
Bages;Sant Fruitós de Bages;8065251;Escola Pla del Puig;Públic;EDUCACIÓ PRIMÀRIA
Bages;Sant Vicenç de Castellet;8065263;Escola Puigsoler;Públic;EDUCACIÓ INFANTIL
Bages;Sant Vicenç de Castellet;8065263;Escola Puigsoler;Públic;EDUCACIÓ PRIMÀRIA
Garraf;Vilanova i la Geltrú;8065275;Escola Volerany;Públic;EDUCACIÓ INFANTIL
Garraf;Vilanova i la Geltrú;8065275;Escola Volerany;Públic;EDUCACIÓ PRIMÀRIA
Maresme;Mataró;8065287;Escola Marta Mata;Públic;EDUCACIÓ INFANTIL
Maresme;Mataró;8065287;Escola Marta Mata;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Caldes de Montbui;8065299;Escola El Calderí;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Caldes de Montbui;8065299;Escola El Calderí;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Sant Celoni;8065305;Escola Soler de Vilardell;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Sant Celoni;8065305;Escola Soler de Vilardell;Públic;EDUCACIÓ PRIMÀRIA
Alt Penedès;Sant Martí Sarroca;8065329;Institut de l'Alt Foix;Públic;BATXILLERAT
Alt Penedès;Sant Martí Sarroca;8065329;Institut de l'Alt Foix;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Bages;Manresa;8065330;Institut Cal Gravat;Públic;BATXILLERAT
Bages;Manresa;8065330;Institut Cal Gravat;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Garraf;Sant Pere de Ribes;8065342;Institut Xaloc;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Garraf;Vilanova i la Geltrú;8065354;Institut Baix a mar;Públic;BATXILLERAT
Garraf;Vilanova i la Geltrú;8065354;Institut Baix a mar;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Maresme;Pineda de Mar;8065366;Institut de Pineda de Mar;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Les Franqueses del Vallès;8065391;Institut El Til·ler;Públic;BATXILLERAT
Vallès Oriental;Les Franqueses del Vallès;8065391;Institut El Til·ler;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Lliçà d'Amunt;8065408;Institut Hipàtia d'Alexandria;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Mollet del Vallès;8065411;Institut Aiguaviva;Públic;BATXILLERAT
Vallès Oriental;Mollet del Vallès;8065411;Institut Aiguaviva;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Montornès del Vallès;8065421;Institut Marta Mata;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Parets del Vallès;8065433;Institut La Sínia;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Oriental;Sant Esteve de Palautordera;8065469;Institut Can Record;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Moianès;Collsuspina;8065482;Escola Els Ventets - ZER El Moianès Llevant;Públic;EDUCACIÓ INFANTIL
Moianès;Collsuspina;8065482;Escola Els Ventets - ZER El Moianès Llevant;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Terrassa;8065512;Escola Serra de l'Obac;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8065512;Escola Serra de l'Obac;Públic;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8065755;Cumbres-3;Privat;BATXILLERAT
Baix Llobregat;Esplugues de Llobregat;8065755;Cumbres-3;Privat;EDUCACIÓ INFANTIL
Baix Llobregat;Esplugues de Llobregat;8065755;Cumbres-3;Privat;EDUCACIÓ PRIMÀRIA
Baix Llobregat;Esplugues de Llobregat;8065755;Cumbres-3;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Vallès Occidental;Terrassa;8066048;Escola Roser Capdevila;Públic;EDUCACIÓ INFANTIL
Vallès Occidental;Terrassa;8066048;Escola Roser Capdevila;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Sant Cugat del Vallès;8066103;Sefardí Hatikva;Privat;EDUCACIÓ INFANTIL
Vallès Occidental;Sant Cugat del Vallès;8066103;Sefardí Hatikva;Privat;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Sant Cugat del Vallès;8066103;Sefardí Hatikva;Privat;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Bages;Sant Joan de Vilatorrada;8066322;Institut Cardener;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Bages;Santpedor;8066334;Escola La Serreta;Públic;EDUCACIÓ INFANTIL
Bages;Santpedor;8066334;Escola La Serreta;Públic;EDUCACIÓ PRIMÀRIA
Osona;Les Masies de Voltregà;8066371;Escola El Despujol;Públic;EDUCACIÓ INFANTIL
Osona;Les Masies de Voltregà;8066371;Escola El Despujol;Públic;EDUCACIÓ PRIMÀRIA
Vallès Oriental;Les Franqueses del Vallès;8066413;Escola Colors;Públic;EDUCACIÓ INFANTIL
Vallès Oriental;Les Franqueses del Vallès;8066413;Escola Colors;Públic;EDUCACIÓ PRIMÀRIA
Vallès Occidental;Terrassa;8066437;Institut Mont Perdut;Públic;BATXILLERAT
Vallès Occidental;Terrassa;8066437;Institut Mont Perdut;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8066462;Escola dels Encants;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8066462;Escola dels Encants;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8066504;Escola l'Univers;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8066504;Escola l'Univers;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8066516;Escola Congrés-Indians;Públic;EDUCACIÓ INFANTIL
Barcelonès;Barcelona;8066516;Escola Congrés-Indians;Públic;EDUCACIÓ PRIMÀRIA
Barcelonès;Barcelona;8066528;Institut Martí Pous;Públic;EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA
Barcelonès;Barcelona;8066531;Escola Fluvià;Públic;EDUCACIÓ INFANTIL
